transaction_id,date,product_id,quantity,discount
148,2024-01-03,P15,1,0.17
149,2024-01-03,P12,1,0.13
150,2024-01-03,P8,2,0.14
151,2024-01-03,P4,1,0.21
152,2024-01-03,P5,1,0.05
153,2024-01-03,P15,1,0.13
154,2024-01-03,P14,1,0.03
155,2024-01-03,P7,1,0.02
156,2024-01-03,P4,1,0.13
157,2024-01-03,P1,1,0.08
158,2024-01-03,P5,2,0.17
159,2024-01-03,P5,1,0.03
160,2024-01-03,P5,1,0.15
161,2024-01-03,P5,1,0.03
162,2024-01-03,P12,1,0.14
163,2024-01-03,P10,1,0.08
164,2024-01-03,P2,2,0.1
165,2024-01-03,P14,1,0.08
166,2024-01-03,P13,1,0.14
167,2024-01-03,P3,1,0.06
168,2024-01-04,P3,1,0.12
169,2024-01-04,P3,1,0.16
170,2024-01-04,P9,1,0.06
171,2024-01-04,P4,1,0.09
172,2024-01-04,P15,1,0.08
173,2024-01-04,P12,1,0.09
174,2024-01-04,P6,1,0.13
175,2024-01-04,P8,1,0.14
176,2024-01-04,P3,1,0.12
177,2024-01-04,P11,5,0.07
178,2024-01-04,P3,1,0.13
179,2024-01-04,P3,1,0.07
180,2024-01-04,P12,1,0.1
181,2024-01-04,P6,4,0.11
182,2024-01-04,P5,3,0.11
183,2024-01-04,P8,1,0.08
184,2024-01-04,P14,2,0
185,2024-01-04,P9,3,0.05
186,2024-01-04,P4,1,0.05
187,2024-01-04,P15,1,0.09
188,2024-01-04,P15,1,0.11
189,2024-01-04,P6,1,0.04
190,2024-01-04,P4,1,0.18
191,2024-01-04,P8,1,0.07
192,2024-01-04,P11,1,0.13
193,2024-01-04,P12,3,0.09
194,2024-01-04,P4,3,0.05
195,2024-01-04,P1,2,0.13
196,2024-01-04,P12,1,0.17
197,2024-01-04,P3,2,0.01
198,2024-01-04,P12,1,0.03
199,2024-01-04,P11,1,0.17
200,2024-01-04,P6,1,0.07
201,2024-01-04,P14,3,0
202,2024-01-04,P13,1,0.08
203,2024-01-04,P1,1,0.09
204,2024-01-04,P13,5,0.12
205,2024-01-04,P15,3,0
206,2024-01-04,P11,3,0.05
207,2024-01-04,P8,1,0.08
208,2024-01-04,P13,1,0.05
209,2024-01-04,P4,1,0.14
210,2024-01-04,P9,2,0.11
211,2024-01-04,P3,1,0.1
212,2024-01-04,P5,1,0.17
213,2024-01-04,P7,1,0.18
214,2024-01-04,P7,1,0.05
215,2024-01-04,P10,4,0.14
216,2024-01-04,P11,1,0.08
217,2024-01-04,P5,1,0.06
218,2024-01-04,P11,1,0.13
219,2024-01-04,P10,1,0.1
220,2024-01-04,P12,2,0.05
221,2024-01-04,P4,2,0.16
222,2024-01-04,P8,1,0.13
223,2024-01-04,P5,1,0.09
224,2024-01-04,P5,2,0.17
225,2024-01-04,P2,1,0.04
226,2024-01-04,P7,4,0.01
227,2024-01-04,P8,1,0.07
228,2024-01-04,P13,1,0.09
229,2024-01-04,P4,1,0.03
230,2024-01-04,P1,1,0.05
231,2024-01-04,P4,2,0.18
232,2024-01-04,P12,1,0
233,2024-01-04,P10,1,0.16
234,2024-01-04,P7,1,0.06
235,2024-01-04,P12,1,0.14
236,2024-01-04,P8,1,0.17
237,2024-01-04,P9,1,0.08
238,2024-01-04,P9,3,0.2
239,2024-01-04,P15,4,0.06
240,2024-01-04,P12,4,0.13
241,2024-01-04,P12,1,0.07
242,2024-01-04,P13,1,0.08
243,2024-01-04,P9,1,0.1
244,2024-01-04,P15,2,0.15
245,2024-01-04,P8,1,0.09
246,2024-01-04,P11,2,0.11
247,2024-01-04,P1,1,0.15
248,2024-01-04,P7,1,0.13
249,2024-01-04,P3,1,0.19
250,2024-01-04,P15,1,0.06
251,2024-01-04,P13,1,0.21
252,2024-01-04,P3,3,0.21
253,2024-01-04,P15,1,0.12
254,2024-01-04,P3,1,0.11
255,2024-01-04,P14,1,0.1
256,2024-01-04,P10,1,0.07
257,2024-01-04,P8,2,0.17
258,2024-01-04,P10,4,0.11
259,2024-01-04,P6,1,0.03
260,2024-01-04,P15,1,0.1
261,2024-01-04,P10,2,0.12
262,2024-01-04,P7,1,0
263,2024-01-04,P7,1,0.13
264,2024-01-04,P10,1,0.09
265,2024-01-04,P14,1,0.03
266,2024-01-04,P4,1,0.12
267,2024-01-05,P9,1,0.12
268,2024-01-05,P15,2,0.06
269,2024-01-05,P10,1,0.12
270,2024-01-05,P11,4,0.11
271,2024-01-05,P13,4,0.14
272,2024-01-05,P11,1,0.05
273,2024-01-05,P5,1,0.13
274,2024-01-05,P13,2,0.11
275,2024-01-05,P3,1,0.1
276,2024-01-05,P3,1,0.02
277,2024-01-05,P12,1,0.11
278,2024-01-05,P1,5,0.07
279,2024-01-05,P8,6,0.12
280,2024-01-05,P11,3,0.09
281,2024-01-05,P12,1,0.02
282,2024-01-05,P7,1,0.02
283,2024-01-05,P3,1,0.15
284,2024-01-05,P9,2,0.1
285,2024-01-05,P4,1,0.08
286,2024-01-05,P6,1,0.14
287,2024-01-05,P15,1,0.11
288,2024-01-05,P9,2,0.06
289,2024-01-05,P2,1,0.08
290,2024-01-05,P7,1,0.05
291,2024-01-05,P12,1,0.01
292,2024-01-05,P12,1,0.02
293,2024-01-05,P9,1,0.06
294,2024-01-05,P1,3,0.09
295,2024-01-05,P7,1,0.13
296,2024-01-05,P15,1,0.07
297,2024-01-05,P9,2,0.13
298,2024-01-05,P8,5,0.13
299,2024-01-05,P14,1,0.08
300,2024-01-05,P7,2,0.16
301,2024-01-05,P1,1,0.08
302,2024-01-05,P14,3,0.1
303,2024-01-05,P8,3,0
304,2024-01-05,P13,1,0.07
305,2024-01-05,P12,1,0.1
306,2024-01-05,P5,1,0.14
307,2024-01-05,P9,1,0.1
308,2024-01-05,P6,3,0.09
309,2024-01-05,P12,1,0.1
310,2024-01-05,P15,2,0.14
311,2024-01-05,P9,1,0.12
312,2024-01-05,P5,2,0.11
313,2024-01-05,P10,3,0.09
314,2024-01-05,P11,1,0.09
315,2024-01-05,P14,2,0.03
316,2024-01-05,P2,3,0.02
317,2024-01-05,P15,1,0.04
318,2024-01-05,P4,1,0
319,2024-01-05,P11,1,0.06
320,2024-01-05,P1,1,0.01
321,2024-01-05,P1,2,0.14
322,2024-01-05,P9,2,0.07
323,2024-01-05,P7,2,0.06
324,2024-01-05,P7,1,0.04
325,2024-01-05,P2,1,0.08
326,2024-01-05,P12,2,0.15
327,2024-01-05,P11,1,0.09
328,2024-01-05,P14,1,0
329,2024-01-05,P5,1,0
330,2024-01-05,P6,1,0.2
331,2024-01-05,P13,1,0.09
332,2024-01-05,P9,1,0.12
333,2024-01-05,P6,1,0.08
334,2024-01-05,P8,1,0.07
335,2024-01-05,P9,1,0.07
336,2024-01-05,P5,4,0.14
337,2024-01-05,P10,1,0.09
338,2024-01-05,P5,1,0.08
339,2024-01-05,P15,2,0.04
340,2024-01-05,P12,2,0.04
341,2024-01-05,P13,1,0.13
342,2024-01-05,P1,1,0.04
343,2024-01-05,P3,1,0.1
344,2024-01-05,P13,2,0.03
345,2024-01-05,P5,1,0.01
346,2024-01-05,P10,1,0.11
347,2024-01-05,P1,1,0.14
348,2024-01-05,P9,1,0.05
349,2024-01-05,P10,1,0.18
350,2024-01-05,P8,1,0.1
351,2024-01-05,P13,3,0.11
352,2024-01-05,P2,1,0.1
353,2024-01-05,P13,4,0.05
354,2024-01-05,P3,1,0.03
355,2024-01-05,P6,6,0.15
356,2024-01-05,P1,1,0.07
357,2024-01-05,P14,4,0.1
358,2024-01-05,P3,4,0.05
359,2024-01-05,P6,1,0.1
360,2024-01-06,P12,1,0.21
361,2024-01-06,P6,1,0.15
362,2024-01-06,P13,1,0.04
363,2024-01-06,P6,1,0.04
364,2024-01-06,P15,1,0.07
365,2024-01-06,P15,3,0.12
366,2024-01-06,P15,2,0.16
367,2024-01-06,P13,2,0.05
368,2024-01-06,P11,1,0.12
369,2024-01-06,P11,1,0.1
370,2024-01-06,P1,1,0.08
371,2024-01-06,P10,1,0.05
372,2024-01-06,P14,1,0.12
373,2024-01-06,P15,3,0.04
374,2024-01-06,P2,1,0.07
375,2024-01-06,P1,1,0.11
376,2024-01-06,P10,2,0.15
377,2024-01-06,P5,1,0.08
378,2024-01-06,P8,1,0.11
379,2024-01-06,P2,1,0.01
380,2024-01-06,P15,1,0.15
381,2024-01-06,P8,1,0.2
382,2024-01-06,P8,1,0.11
383,2024-01-06,P15,1,0.09
384,2024-01-06,P13,1,0.13
385,2024-01-06,P9,1,0.06
386,2024-01-06,P15,1,0.11
387,2024-01-06,P11,1,0.08
388,2024-01-06,P1,3,0.07
389,2024-01-06,P9,2,0.2
390,2024-01-06,P11,2,0.11
391,2024-01-06,P3,1,0.04
392,2024-01-06,P3,1,0.11
393,2024-01-06,P12,3,0.09
394,2024-01-06,P13,3,0.08
395,2024-01-06,P2,1,0.12
396,2024-01-06,P14,1,0.16
397,2024-01-06,P3,2,0.04
398,2024-01-06,P4,2,0.13
399,2024-01-06,P11,1,0.1
400,2024-01-06,P6,1,0.15
401,2024-01-06,P7,1,0.08
402,2024-01-06,P5,1,0.05
403,2024-01-06,P6,1,0.13
404,2024-01-06,P3,2,0.05
405,2024-01-06,P10,1,0
406,2024-01-06,P12,1,0
407,2024-01-06,P5,4,0.06
408,2024-01-06,P11,1,0.14
409,2024-01-06,P10,1,0.1
410,2024-01-06,P12,1,0.08
411,2024-01-06,P1,1,0.05
412,2024-01-06,P5,1,0
413,2024-01-06,P2,4,0.05
414,2024-01-06,P9,1,0.12
415,2024-01-06,P11,1,0.16
416,2024-01-06,P15,1,0.14
417,2024-01-06,P11,3,0.07
418,2024-01-06,P10,1,0.12
419,2024-01-06,P15,2,0.14
420,2024-01-06,P8,1,0.01
421,2024-01-06,P9,3,0.08
422,2024-01-06,P1,1,0.16
423,2024-01-06,P15,2,0.15
424,2024-01-06,P3,1,0.08
425,2024-01-06,P2,1,0.04
426,2024-01-06,P4,1,0.11
427,2024-01-06,P15,1,0.15
428,2024-01-06,P13,3,0.16
429,2024-01-06,P5,2,0.05
430,2024-01-06,P6,1,0.1
431,2024-01-06,P4,1,0.1
432,2024-01-06,P8,1,0.09
433,2024-01-06,P1,1,0.11
434,2024-01-06,P15,1,0.04
435,2024-01-06,P5,3,0.06
436,2024-01-06,P4,3,0.16
437,2024-01-06,P7,1,0.2
438,2024-01-06,P11,1,0.15
439,2024-01-06,P9,1,0.17
440,2024-01-06,P12,1,0.14
441,2024-01-06,P4,2,0.09
442,2024-01-06,P7,1,0.04
443,2024-01-06,P1,3,0.15
444,2024-01-06,P5,1,0.1
445,2024-01-06,P2,3,0.08
446,2024-01-06,P2,1,0.04
447,2024-01-06,P8,2,0.05
448,2024-01-06,P12,1,0.05
449,2024-01-06,P9,1,0.14
450,2024-01-06,P11,1,0.08
451,2024-01-06,P13,1,0.07
452,2024-01-06,P8,1,0.14
453,2024-01-06,P12,1,0.13
454,2024-01-06,P5,1,0.09
455,2024-01-06,P12,1,0.01
456,2024-01-06,P9,1,0.1
457,2024-01-07,P5,1,0.08
458,2024-01-07,P6,1,0.09
459,2024-01-07,P2,1,0.1
460,2024-01-07,P6,2,0.16
461,2024-01-07,P8,1,0.06
462,2024-01-07,P8,1,0
463,2024-01-07,P3,1,0.05
464,2024-01-07,P4,1,0.11
465,2024-01-07,P6,1,0.13
466,2024-01-07,P9,1,0.04
467,2024-01-07,P6,2,0.07
468,2024-01-07,P2,3,0.01
469,2024-01-07,P4,1,0.13
470,2024-01-07,P1,1,0.12
471,2024-01-07,P3,1,0.02
472,2024-01-07,P13,1,0.14
473,2024-01-07,P10,2,0.08
474,2024-01-07,P8,1,0.07
475,2024-01-07,P11,1,0.1
476,2024-01-07,P9,2,0.05
477,2024-01-07,P5,1,0.06
478,2024-01-07,P8,1,0.11
479,2024-01-07,P6,1,0.08
480,2024-01-07,P2,3,0.1
481,2024-01-07,P4,1,0.09
482,2024-01-07,P14,1,0.07
483,2024-01-07,P5,1,0.04
484,2024-01-07,P1,1,0.13
485,2024-01-07,P7,1,0.16
486,2024-01-07,P1,2,0.22
487,2024-01-07,P5,1,0.16
488,2024-01-07,P7,1,0.02
489,2024-01-07,P8,2,0.12
490,2024-01-07,P13,1,0.08
491,2024-01-07,P12,1,0.13
492,2024-01-07,P14,1,0.11
493,2024-01-07,P8,3,0.05
494,2024-01-07,P5,1,0.17
495,2024-01-07,P6,1,0.01
496,2024-01-07,P8,1,0.14
497,2024-01-07,P12,1,0.13
498,2024-01-07,P11,1,0.07
499,2024-01-07,P13,1,0.1
500,2024-01-07,P15,1,0.12
501,2024-01-07,P11,1,0.15
502,2024-01-07,P8,2,0.1
503,2024-01-07,P10,1,0.1
504,2024-01-07,P1,1,0.06
505,2024-01-07,P9,1,0.12
506,2024-01-07,P8,2,0.13
507,2024-01-07,P13,3,0.13
508,2024-01-07,P2,1,0.19
509,2024-01-07,P8,1,0.11
510,2024-01-07,P2,1,0.06
511,2024-01-07,P9,1,0.08
512,2024-01-07,P10,3,0.08
513,2024-01-07,P6,1,0.1
514,2024-01-07,P13,1,0.03
515,2024-01-07,P7,3,0.03
516,2024-01-07,P15,1,0.05
517,2024-01-07,P3,1,0.12
518,2024-01-07,P2,1,0.05
519,2024-01-07,P8,1,0.08
520,2024-01-07,P8,1,0.17
521,2024-01-07,P10,1,0.14
522,2024-01-07,P8,1,0.13
523,2024-01-07,P1,1,0.14
524,2024-01-07,P6,1,0.06
525,2024-01-07,P8,1,0.07
526,2024-01-07,P3,1,0.01
527,2024-01-07,P13,1,0.03
528,2024-01-07,P3,1,0.15
529,2024-01-07,P6,1,0.12
530,2024-01-07,P1,1,0.09
531,2024-01-07,P8,1,0.07
532,2024-01-07,P4,1,0.08
533,2024-01-07,P5,1,0.08
